name,year,genre
Breaking Point,(1979–1988),"<span class=""genre"">
Comedy, Family            </span>"
The Car,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
Possession,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
Movie: Part 2,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
Contempt: Part 1,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
MTV Music Television,(1981–1984),"<span class=""genre"">
Music            </span>"
Portrait of a Teenage Shoplifter,(1978– ),"<span class=""genre"">
Drama, Romance            </span>"
Mystery at Fire Island,(1980–1982),"<span class=""genre"">
Family, Mystery            </span>"
Eubie!,(1981 TV Movie),"<span class=""genre"">
Musical            </span>"
SCTV Network,(1981–1983),"<span class=""genre"">
Comedy            </span>"
The Gangster Chronicles,(1981– ),"<span class=""genre"">
Biography, Crime, Drama            </span>"
Joan Rivers/William & Amos Caulfield,(1962–1992),"<span class=""genre"">
Comedy, Talk-Show            </span>"
There Was Always Sun Shining Someplace: Life in the Negro Baseball Leagues,(1981),"<span class=""genre"">
Documentary            </span>"
America Screams,(1981 TV Movie),"<span class=""genre"">
Documentary            </span>"
The Cramps: Live at Napa State Mental Hospital,(1981 Video),"<span class=""genre"">
Documentary, Short, Music            </span>"
10 Million Dollar Sheriff: Part 2,(1979–1985),"<span class=""genre"">
Action, Comedy            </span>"
Frog Story,(1978–1982),"<span class=""genre"">
Comedy            </span>"
Dr. Fever and Mr. Tide: Part 2,(1978–1982),"<span class=""genre"">
Comedy            </span>"
The Location,(1980–1987),"<span class=""genre"">
Comedy            </span>"
Episode #19.42,(1962–1992),"<span class=""genre"">
Comedy, Talk-Show            </span>"
Episode #18.163,(1962–1992),"<span class=""genre"">
Comedy, Talk-Show            </span>"
Dark Sage,(1974–1983),"<span class=""genre"">
Drama, Family, Romance            </span>"
The Defiant One,(1976–1983),"<span class=""genre"">
Comedy, Family            </span>"
The Bardwell Caper: Part 1,(1976–1983),"<span class=""genre"">
Comedy, Family            </span>"
Resignation,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
Paternity,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
Homeless,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
Field Associate,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
Hannah and the Dog Ghost,(1981),"<span class=""genre"">
Drama, Fantasy, Horror            </span>"
Ripley's Believe It or Not!,(1981),"<span class=""genre"">
Documentary            </span>"
Stargate,(1981 Video Game),"<span class=""genre"">
Action, Sci-Fi            </span>"
Arabic Numeral Series 7,(1981),"<span class=""genre"">
Short            </span>"
Arabic Numeral Series 13,(1981),"<span class=""genre"">
Short            </span>"
Movie Macabre,(1981–1993),"<span class=""genre"">
Comedy, Horror            </span>"
L'elisir d'amore,(1977– ),"<span class=""genre"">
Music            </span>"
Greetings from Graceland,(1981 TV Movie),
"Oscar Micheaux, Film Pioneer",(1981),"<span class=""genre"">
Documentary, Short            </span>"
The Gin Game,(1981 TV Movie),"<span class=""genre"">
Drama            </span>"
The Sophisticated Gents,(1981),"<span class=""genre"">
Drama            </span>"
Peter Strauss/Betty White/Victor Buono,(1962–1992),"<span class=""genre"">
Comedy, Talk-Show            </span>"
As Florence Turns,(1975–1985),"<span class=""genre"">
Comedy            </span>"
Dr. Fever and Mr. Tide: Part 1,(1978–1982),"<span class=""genre"">
Comedy            </span>"
Reflections and Regrets,(1978–1982),"<span class=""genre"">
Comedy, Family, Sci-Fi            </span>"
Mork Meets Robin Williams,(1978–1982),"<span class=""genre"">
Comedy, Family, Sci-Fi            </span>"
Blood Brothers,(1972–1983),"<span class=""genre"">
Comedy, Drama, War            </span>"
"I Do, I Do",(1976–1983),"<span class=""genre"">
Comedy, Family            </span>"
The Second Oldest Profession,(1981–1987),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Jungle Madness,(1981–1987),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Double Jeopardy,(1981–1987),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
The Secret,(1979–1988),"<span class=""genre"">
Comedy, Family            </span>"
Sex Symbol,(1979–1988),"<span class=""genre"">
Comedy, Family            </span>"
Fear Strikes Back,(1979–1988),"<span class=""genre"">
Comedy, Family            </span>"
Cousin Geri Returns,(1979–1988),"<span class=""genre"">
Comedy, Family            </span>"
The Great Bank Robbery,(1979–1985),"<span class=""genre"">
Action, Comedy            </span>"
Ewing-Gate,(1978–1991),"<span class=""genre"">
Drama, Romance            </span>"
The Vests,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
The Rainmaker,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
The Doll,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
Advancement,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
Arabic Numeral Series 10,(1981),"<span class=""genre"">
Short            </span>"
All-Star Salute to Mother's Day,(1981 TV Special),"<span class=""genre"">
Comedy            </span>"
Night Flight,(1981–1988),"<span class=""genre"">
Animation, Comedy, Horror            </span>"
Arabic Numeral Series 9,(1981),"<span class=""genre"">
Short            </span>"
Made for Television,(1981),"<span class=""genre"">
Short            </span>"
Black and Blue,(1981),"<span class=""genre"">
Documentary, Music            </span>"
Family Reunion,(1981 TV Movie),"<span class=""genre"">
Drama            </span>"
Riker,(1981),"<span class=""genre"">
Drama            </span>"
Hill Street Blues,(1981–1987),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Frank Zappa: You Are What You Is,(1981 Video),"<span class=""genre"">
Short, Music            </span>"
The Rolling Stones: Waiting on a Friend,(1981 Video),"<span class=""genre"">
Short, Music            </span>"
Laurie Anderson: O Superman,(1981 Video),"<span class=""genre"">
Short, Music            </span>"
Blondie: Call Me - Version 2,(1981 Video),"<span class=""genre"">
Short, Music            </span>"
Three Sides Live,(1981),"<span class=""genre"">
Documentary, Music            </span>"
Robin Williams/Jean Marsh,(1962–1992),"<span class=""genre"">
Comedy, Talk-Show            </span>"
Some Call Them... Freaks,(1981 TV Movie),"<span class=""genre"">
Documentary            </span>"
Madame in Manhattan,(1981 Video),"<span class=""genre"">
Comedy            </span>"
Nothing to Fear But...,(1978–1982),"<span class=""genre"">
Comedy            </span>"
Where There's a Will,(1980–1987),"<span class=""genre"">
Comedy            </span>"
Episode #19.34,(1962–1992),"<span class=""genre"">
Comedy, Talk-Show            </span>"
Dying to Meet You,(1976–1984),"<span class=""genre"">
Comedy            </span>"
The Life You Save,(1972–1983),"<span class=""genre"">
Comedy, Drama, War            </span>"
No Sweat,(1972–1983),"<span class=""genre"">
Comedy, Drama, War            </span>"
Young at Heart,(1976–1983),"<span class=""genre"">
Comedy, Family            </span>"
I Wonder What Became of Sal?,(1976–1983),"<span class=""genre"">
Comedy, Family            </span>"
The Harder They Fall,(1977–1982),"<span class=""genre"">
Action, Adventure, Drama            </span>"
Bring Me the Head of the Hulk,(1977–1982),"<span class=""genre"">
Action, Adventure, Drama            </span>"
Cranky Streets,(1981–1987),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
From Russia with Love,(1979–1988),"<span class=""genre"">
Comedy, Family            </span>"
Stress Analyzer,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
Movie: Part 1,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
Liquidation,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
B.J. and the Seven Lady Truckers: Part 2,(1978–1981),"<span class=""genre"">
Adventure, Comedy            </span>"
Elton John in Central Park New York,(1981 TV Special),"<span class=""genre"">
Music            </span>"
Musical Comedy Tonight II,(1981 TV Special),"<span class=""genre"">
Music, Musical            </span>"
A Love Letter to Jack Benny,(1981 TV Movie),"<span class=""genre"">
Comedy, Documentary            </span>"
Zack and the Magic Factory,(1977–1995),"<span class=""genre"">
Animation, Adventure, Comedy            </span>"
East 103rd Street,(1981),"<span class=""genre"">
Documentary            </span>"
Arabic Numeral Series 11,(1981),"<span class=""genre"">
Short            </span>"
The Transformation of Sulka,(1981),
10 Million Dollar Sheriff Part 1,(1979–1985),"<span class=""genre"">
Action, Comedy            </span>"
Who Shall Live and Who Shall Die?,(1981),"<span class=""genre"">
Documentary, History            </span>"
Great Movie Stunts: Raiders of the Lost Ark,(1981 TV Movie),"<span class=""genre"">
Documentary, Action            </span>"
Red Skelton's Christmas Dinner,(1976–1982),"<span class=""genre"">
Music            </span>"
The Marvelous Land of Oz,(1981 TV Movie),"<span class=""genre"">
Fantasy, Comedy, Musical            </span>"
"Emerson, Lake & Palmer in Concert",(1981),"<span class=""genre"">
Documentary, Music            </span>"
The Pee Wee Herman Show,(1981 TV Movie),"<span class=""genre"">
Comedy            </span>"
Nurse,(1981–1982),"<span class=""genre"">
Drama            </span>"
Fundi: The Story of Ella Baker,(1981),"<span class=""genre"">
Documentary            </span>"
The Day After Trinity,(1981),"<span class=""genre"">
Documentary, Biography            </span>"
The Jacksons: Can You Feel It,(1981 Video),"<span class=""genre"">
Short, Music            </span>"
Deafman Glance,(1981 TV Movie),"<span class=""genre"">
Drama            </span>"
Ocean Warrior,(1981),"<span class=""genre"">
Documentary            </span>"
Van Halen: (Oh) Pretty Woman,(1981 Video),"<span class=""genre"">
Short, Music            </span>"
Three Days of the Condo,(1978–1982),"<span class=""genre"">
Comedy            </span>"
The Union,(1978–1982),"<span class=""genre"">
Comedy            </span>"
Judgment Pronounced,(1978–1981),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Jack Lemmon/Walter Matthau,(1962–1992),"<span class=""genre"">
Comedy, Talk-Show            </span>"
Gambit,(1981),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
"Oh, How We Danced",(1972–1983),"<span class=""genre"">
Comedy, Drama, War            </span>"
Laverne's Broken Leg,(1976–1983),"<span class=""genre"">
Comedy, Family            </span>"
The Vigil,(1979–1993),"<span class=""genre"">
Drama, Romance            </span>"
Florence's New Job: Part 2,(1975–1985),"<span class=""genre"">
Comedy            </span>"
The Last White Man on East Ferry Avenue,(1981–1987),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Rites of Spring,(1981–1987),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Presidential Fever,(1981–1987),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Politics as Usual,(1981–1987),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Can World War III Be an Attitude?,(1981–1987),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Growing Pains,(1979–1988),"<span class=""genre"">
Comedy, Family            </span>"
Sadie Hogg Day,(1979–1985),"<span class=""genre"">
Action, Comedy            </span>"
"By-Line, Daisy Duke",(1979–1985),"<span class=""genre"">
Action, Comedy            </span>"
Herbie Rides Again: Part 2,(1954–1991),"<span class=""genre"">
Adventure, Drama, Family            </span>"
Herbie Rides Again: Part 1,(1954–1991),"<span class=""genre"">
Adventure, Drama, Family            </span>"
Games,(1975–1982),"<span class=""genre"">
Comedy, Drama            </span>"
"Kiss Me, Petruchio",(1981 TV Movie),"<span class=""genre"">
Documentary, Comedy            </span>"
Every Stray Dog and Kid,(1981 TV Movie),
The Great Space Coaster,(1981–1986),"<span class=""genre"">
Animation, Comedy, Family            </span>"
When the Circus Came to Town,(1981 TV Movie),"<span class=""genre"">
Drama            </span>"
Bill,(1981 TV Movie),"<span class=""genre"">
Biography, Drama            </span>"
Carl Reiner/Catherine Deneuve,(1962–1992),"<span class=""genre"">
Comedy, Talk-Show            </span>"
Talking Heads: Once in a Lifetime,(1981 Video),"<span class=""genre"">
Short, Music, Musical            </span>"
"Sing, Sing, Sing",(1976–1983),"<span class=""genre"">
Comedy, Family            </span>"
Secrets of Dayton Heights,(1978–1982),"<span class=""genre"">
Comedy            </span>"
Out to Lunch,(1978–1982),"<span class=""genre"">
Comedy            </span>"
Rafkin's Bum,(1980–1987),"<span class=""genre"">
Comedy            </span>"
Mister Big,(1980–1987),"<span class=""genre"">
Comedy            </span>"
Episode #18.181,(1962–1992),"<span class=""genre"">
Comedy, Talk-Show            </span>"
Some of That Jazz,(1976–1984),"<span class=""genre"">
Comedy            </span>"
Sweet Revenge,(1981),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
No Need to Know,(1980–1988),"<span class=""genre"">
Action, Adventure, Crime            </span>"
No Laughing Matter,(1972–1983),"<span class=""genre"">
Comedy, Drama, War            </span>"
'Twas the Day After Christmas,(1972–1983),"<span class=""genre"">
Comedy, Drama, War            </span>"
